180,214,0,186,,,,,,,,,,,,
0,0.75,1,D4,,,,,,,,,,,,
1,,1,E4,,,C#4,,,,,,,,,
2,,1,F#4,,,C4,,,,,,,,,
3,,1,G4,,,B3,,,,,,,,,
4,,1,A4,,,C4,,,,,,,,,
5,,1,A#4,,,C#4,,,,,,,,,
6,,0.5,B4,,,D4,,,,,,,,,
6.5,,0.5,B4,,,D4,,,,,,,,,
7,,1,B4,,,D4,,,,,,,,,
8,,1,B4,,,E4,,,G3,,,,,,
9,,2.5,B4,,,F4,,,G3,,,,,,
11.5,,0.5,G4,,,,,,,,,,,,
12,,2.5,E5,,,G4,,1,C3,,,,,,
13,,,,,,,,1,G3,,,,,,
14,,,,,,,,1,C4,,,,,,
15,,2.5,Eb5,,,Gb4,,1,B2,,,,,,
16,,,,,,,,1,G3,,,,,,
17,,,,,,,,1,B3,,,,,,
18,,2.5,E5,,,G4,,1,C3,,,,,,
19,,,,,,,,1,G3,,,,,,
20,,,,,,,,1,C4,,,,,,
21,,,,,,,,1,E3,,,,,,
21.5,,0.3,G4,,,,,1,,,,,,,
22,,0.3,A4,,,,,1,G3,,,,,,
22.5,,0.3,B4,,,,,1,,,,,,,
23,,0.3,C5,,,,,1,C4,,,,,,
23.5,,0.3,D5,,,,,1,,,,,,,
24,,2.5,E5,,,G4,,1,C3,,,,,,
25,,,,,,,,1,G3,,,,,,
26,,,,,,,,1,C4,,,,,,
27,,1.8,Eb5,,,Gb4,,1,B2,,,,,,
28,,,,,,,,1,G3,,,,,,
29,,1,F5,,,A4,,1,B3,,,,,,
30,,2.5,E5,,,G4,,1,C3,,,,,,
31,,,,,,,,1,G3,,,,,,
32,,,,,,,,1,C4,,,,,,
33,,,,,,,,1,E3,,,,,,
34,,,,,,,,1,G3,,,,,,
35,,,,,,,,1,C4,,,,,,
35.5,,0.3,G4,,,,,,,,,,,,
36,,2.5,D5,,,F4,,1,D3,,,,,,
37,,,,,,,,1,G3,,,,,,
38,,,,,,,,1,B3,,,,,,
39,,2.5,C#5,,,E4,,1,C#3,,,,,,
40,,,,,,,,1,F#3,,,,,,
41,,,,,,,,1,A#3,,,,,,
42,,2.5,D5,,,F4,,1,D3,,,,,,
43,,,,,,,,1,G3,,,,,,
44,,,,,,,,1,B3,,,,,,
45,,,,,,,,1,B2,,,,,,
45.5,,0.3,G4,,,,,,,,,,,,
46,,0.3,A4,,,,,1,G3,,,,,,
46.5,,0.3,B4,,,,,,,,,,,,
47,,0.3,C5,,,,,1,B3,,,,,,
47.5,,0.3,C#5,,,,,,,,,,,,
48,,2.5,D5,,,F4,,1,D3,,,,,,
49,,,,,,,,1,G3,,,,,,
50,,,,,,,,1,B3,,,,,,
51,,1.8,G4,,,B3,,1,B2,,,,,,
52,,,,,,,,1,G3,,,,,,
53,,1,F5,,,A4,,1,B3,,,,,,
54,,2.5,E5,,,G4,,1,C3,,,,,,
55,,,,,,,,1,G3,,,,,,
56,,,,,,,,1,C4,,,,,,
57,,,,,,,,1,G2,,,,,,
58,,,,,,,,1,G3,,,,,,
59,,,,,,,,1,C4,,,,,,
59.5,,0.3,G4,,,,,,,,,,,,
60,,2.5,G5,,,E5,,1,C3,,,,,,
61,,,,,,,,1,G3,,,,,,
62,,,,,,,,1,E4,,,,,,
63,,2.5,G5,,,D5,,1,B2,,,,,,
64,,,,,,,,1,G3,,,,,,
65,,,,,,,,1,D4,,,,,,
66,,2.5,G5,,,C#5,,1,Bb2,,,,,,
67,,,,,,,,1,G3,,,,,,
68,,,,,,,,1,C#4,,,,,,
69,,1,G5,,,,,1,C#2,,,,,,
70,,1.5,A5,,,,,1,G3,,,,,,
71,,,,,,,,1,E4,,,,,,
71.5,,0.3,G5,,,,,,,,,,,,
72,,2.5,F5,,,D5,,1,D3,,,,,,
73,,,,,,,,1,A3,,,,,,
74,,,,,,,,1,F4,,,,,,
75,,2.5,F5,,,C#5,,1,C#3,,,,,,
76,,,,,,,,1,A3,,,,,,
77,,,,,,,,1,F4,,,,,,
78,,2.5,F5,,,C5,,1,C3,,,,,,
79,,,,,,,,1,A3,,,,,,
80,,,,,,,,1,F4,,,,,,
81,,1,F5,,,,,1,B2,,,,,,
82,,1.5,G5,,,,,1,G3,,,,,,
83,,,,,,,,1,F4,,,,,,
83.5,,0.3,F5,,,,,,,,,,,,
84,,2.5,E5,,,C5,,1,A2,,,,,,
85,,,,,,,,1,G3,,,,,,
86,,,,,,,,1,E4,,,,,,
87,,1,A4,,,F4,,1,G2,,,,,,
88,,1,B4,,,G4,,1,G3,,,,,,
89,,1,F5,,,B4,,1,G3,,,,,,
90,,0.4,E5,,,B4,,,F3,,,,,,
90.5,,0.4,E5,,,B4,,,F3,,,,,,
91,,1.5,E5,,,B4,,,F3,,,,,,
92.5,,0.3,B4,,,F4,,,B2,,,,,,
93,,2.5,C5,,,E4,,,C2,,,,,,
96,0.5,1,D5,,,F#4,,,A3,,,D3,,,
97,0.6,,E5,,,G4,,,A3,,,Db3,,,
98,0.75,,F#5,,,A4,,,A3,,,C3,,,
99,0.75,,G5,,,B4,,,G3,,,B2,,,
100,0.8,,A5,,,C5,,,Fb3,,,A2,,,
101,1,,A#5,,,C#5,,,Fb3,,,G#2,,,
102,1.1,0.4,B5,,,D5,,2,Fb3,,,G2,,,
102.5,,0.4,B5,,,D5,,,,,,,,,
103,,1,B5,,,D5,,,,,,,,,
104,,1,B5,,,E5,,1,Fb3,,,G2,,,
105,,2.5,B5,,,F5,,0.4,Fb3,,,G2,,,
105.5,,,,,,,,0.4,Fb3,,,G2,,,
106,,,,,,,,1,Fb3,,,A2,,,
107,,,,,,,,1,Fb3,,,B2,,,
107.5,,0.5,G5,,,,,,,,,,,,
108,,2.5,E6,,,G5,,,E5,,0.4,C2,,,
108.5,,,,,,,,,,,0.4,G2,,,
109,,,,,,,,,,,0.4,E3,,,
109.5,,,,,,,,,,,0.4,G2,,,
110,,,,,,,,,,,0.4,C2,,,
110.5,,,,,,,,,,,0.4,G2,,,
111,,2.5,Eb6,,,G5,,,Eb5,,0.4,C2,,,
111.5,,,,,,,,,,,0.4,G2,,,
112,,,,,,,,,,,0.4,Eb3,,,
112.5,,,,,,,,,,,0.4,G2,,,
113,,,,,,,,,,,0.4,C2,,,
113.5,,,,,,,,,,,0.4,G2,,,
114,,2.5,E6,,,G5,,,E5,,0.4,C2,,,
114.5,,,,,,,,,,,0.4,G2,,,
115,,,,,,,,,,,0.4,E3,,,
115.5,,,,,,,,,,,0.4,G2,,,
116,,,,,,,,,,,0.4,C2,,,
116.5,,,,,,,,,,,0.4,G2,,,
117,,0.4,E5,,,,,,,,0.4,C2,,,
117.5,,0.4,G5,,,,,,,,0.4,G2,,,
118,,0.4,E6,,,,,,,,0.4,E3,,,
118.5,,0.4,C6,,,,,,,,0.4,G2,,,
119,,0.4,D6,,,,,,,,0.4,C2,,,
119.5,,0.4,G6,,,,,,,,0.4,G2,,,
120,,2.5,E6,,,G5,,,E5,,0.4,C2,,,
120.5,,,,,,,,,,,0.4,G2,,,
121,,,,,,,,,,,0.4,E3,,,
121.5,,,,,,,,,,,0.4,G2,,,
122,,,,,,,,,,,0.4,C2,,,
122.5,,,,,,,,,,,0.4,G2,,,
123,,2.5,Eb6,,,G5,,,Eb5,,0.4,C2,,,
123.5,,,,,,,,,,,0.4,G2,,,
124,,,,,,,,,,,0.4,Eb3,,,
124.5,,,,,,,,,,,0.4,G2,,,
125,,,,,,,,,,,0.4,C2,,,
125.5,,0.4,F6,,,,,,F5,,0.4,G2,,,
126,,2.5,E6,,,G5,,,E5,,0.4,C2,,,
126.5,,,,,,,,,,,0.4,G2,,,
127,,,,,,,,,,,0.4,E3,,,
127.5,,,,,,,,,,,0.4,G2,,,
128,,,,,,,,,,,0.4,C2,,,
128.5,,,,,,,,,,,0.4,G2,,,
129,,0.4,C6,,,,,,,,0.4,C2,,,
129.5,,0.4,C7,,,,,,,,0.4,G2,,,
130,,0.4,A5,,,,,,,,0.4,E3,,,
130.5,,0.4,A6,,,,,,,,0.4,G2,,,
131,,0.4,Bb5,,,,,,,,0.4,C2,,,
131.5,,0.4,Bb6,,,,,,,,0.4,G2,,,
132,,2.5,D6,,,F5,,,D5,,0.4,G1,,,
132.5,,,,,,,,,,,1,G2,,,
133,,,,,,,,,,,,,,,
133.5,,,,,,,,,,,0.4,G2,,,
134,,,,,,,,,,,0.4,G1,,,
134.5,,,,,,,,,,,0.4,G2,,,
135,,2.5,C#6,,,E5,,,C#5,,0.4,G1,,,
135.5,,,,,,,,,,,1,G2,,,
136,,,,,,,,,,,,,,,
136.5,,,,,,,,,,,0.4,G2,,,
137,,,,,,,,,,,0.4,G1,,,
137.5,,,,,,,,,,,0.4,G2,,,
138,,2.5,D6,,,F5,,,D5,,0.4,G1,,,
138.5,,,,,,,,,,,1,G2,,,
139,,,,,,,,,,,,,,,
139.5,,,,,,,,,,,0.4,G2,,,
140,,,,,,,,,,,0.4,G1,,,
140.5,,,,,,,,,,,0.4,G2,,,
141,,0.4,F6,,0.4,A5,,,,,0.4,G1,,,
141.5,,0.4,E6,,0.4,G5,,,,,1,G2,,,
142,,0.4,D6,,0.4,F5,,,,,,,,,
142.5,,0.4,C6,,0.4,E5,,,,,0.4,G2,,,
143,,0.4,B5,,0.4,D5,,,,,0.4,G1,,,
143.5,,0.4,E5,,0.4,C5,,,,,0.4,G2,,,
144,,2.5,D6,,,F5,,,D5,,0.4,G1,,,
144.5,,,,,,,,,,,1,G2,,,
145,,,,,,,,,,,,,,,
145.5,,,,,,,,,,,0.4,G2,,,
146,,,,,,,,,,,0.4,G1,,,
146.5,,,,,,,,,,,0.4,G2,,,
147,,2.5,G5,,,B4,,,G4,,0.4,B2,,,
147.5,,,,,,,,,,,1,B3,,,
148,,,,,,,,,,,,,,,
148.5,,,,,,,,,,,0.4,B3,,,
149,,,,,,,,,,,0.4,B2,,,
149.5,,0.4,F6,,,F5,,,,,0.4,B3,,,
150,,2.5,C6,,,E5,,,C5,,0.4,C2,,,
150.5,,,,,,,,,,,0.4,G2,,,
151,,,,,,,,,,,0.4,E3,,,
151.5,,,,,,,,,,,0.4,G2,,,
152,,,,,,,,,,,0.4,C2,,,
152.5,,,,,,,,,,,0.4,G2,,,
153,,,,,0.4,G3,,,,,0.4,C2,,,
153.5,,0.4,B4,,0.4,B3,,,,,0.4,G2,,,
154,,0.4,C5,,0.4,C4,,,,,0.4,E3,,,
154.5,,0.4,D5,,0.4,D4,,,,,0.4,G2,,,
155,,0.4,E5,,0.4,E4,,,,,0.4,C2,,,
155.5,,0.4,F5,,0.4,F4,,,,,0.4,G2,,,
156,,2.5,G5,,,E5,,,G4,,0.4,C2,,,
156.5,,,,,,,,,,,0.4,G2,,,
157,,,,,,,,,,,0.4,E3,,,
157.5,,,,,,,,,,,0.4,G2,,,
158,,,,,,,,,,,0.4,C2,,,
158.5,,,,,,,,,,,0.4,G2,,,
159,,2.5,G5,,,D5,,,G5,,0.4,B1,,,
159.5,,,,,,,,,,,0.4,G2,,,
160,,,,,,,,,,,0.4,D3,,,
160.5,,,,,,,,,,,0.4,G2,,,
161,,,,,,,,,,,0.4,B1,,,
161.5,,,,,,,,,,,0.4,G2,,,
162,,2.5,G5,,,C#5,,,G5,,0.4,Bb1,,,
162.5,,,,,,,,,,,0.4,G2,,,
163,,,,,,,,,,,0.4,C#3,,,
163.5,,,,,,,,,,,0.4,G2,,,
164,,,,,,,,,,,0.4,Bb1,,,
164.5,,,,,,,,,,,0.4,G2,,,
165,,1,G5,,,C#5,,,G4,,0.4,Bb1,,,
165.5,,,,,,,,,,,0.4,Bb2,,,
166,,1.5,A5,,,A4,,,A3,,0.4,A2,,,
166.5,,,,,,,,,G3,,0.4,G2,,,
167,,,,,,,,,F3,,0.4,F2,,,
167.5,,0.4,G5,,,G4,,,E3,,0.4,E2,,,
168,,2.5,F5,,,A4,,,F4,,0.4,D2,,,
168.5,,,,,,,,,,,0.4,A2,,,
169,,,,,,,,,,,0.4,A3,,,
169.5,,,,,,,,,,,0.4,A2,,,
170,,,,,,,,,,,0.4,D2,,,
170.5,,,,,,,,,,,0.4,A2,,,
171,,2.5,F5,,,A4,,,F4,,0.4,C#2,,,
171.5,,,,,,,,,,,0.4,A2,,,
172,,,,,,,,,,,0.4,A3,,,
172.5,,,,,,,,,,,0.4,A2,,,
173,,,,,,,,,,,0.4,C#2,,,
173.5,,,,,,,,,,,0.4,A2,,,
174,,2.5,F5,,,A4,,,F4,,0.4,C#2,,,
174.5,,,,,,,,,,,0.4,A2,,,
175,,,,,,,,,,,0.4,A3,,,
175.5,,,,,,,,,,,0.4,A2,,,
176,,,,,,,,,,,0.4,C#2,,,
176.5,,,,,,,,,,,0.4,A2,,,
177,,1,F5,,,A4,,,F4,,0.4,B1,,,
177.5,,,,,,,,,,,0.4,G2,,,
178,,1.5,G5,,,B4,,,G4,,0.4,D3,,,
178.5,,,,,,,,,,,0.4,G2,,,
179,,,,,,,,,,,0.4,B1,,,
179.5,,0.4,F5,,,A4,,,F4,,0.4,G2,,,
180,,2.5,E5,,,G4,,,E4,,0.4,C#2,,,
180.5,,,,,,,,,,,0.4,A2,,,
181,,,,,,,,,,,0.4,E3,,,
181.5,,,,,,,,,,,0.4,G3,,,
182,,,,,,,,,,,0.4,C#4,,,
182.5,,,,,,,,,,,0.4,E4,,,
183,,1,A3,,,F3,,,,,0.4,F2,,,
183.5,,,,,,,,,,,0.4,A2,,,
184,,1,D4,,,F3,,,,,0.4,D3,,,
184.5,,,,,,,,,,,0.4,A2,,,
185,,1,F4,,,Ab3,,,Bb2,,1,F2,,,
186,,0.4,G4,,,Eb4,,,G3,,,Bb2,,,Eb2
186.5,,0.4,G4,,,Eb4,,,G3,,,Bb2,,,Eb2
187,,1,G4,,,Eb4,,,G3,,,Bb2,,,Eb2
188,,0.4,A4,,,C4,,,A3,,,D3,,,F#2
188.5,,0.4,A4,,,C4,,,A3,,,D3,,,F#2
189,,1,A4,,,C4,,,A3,,,D3,,,F#2
190,,0.4,Bb4,,,D4,,,Bb3,,,D3,,,G2
190.5,,0.4,Bb4,,,D4,,,Bb3,,,D3,,,G2
191,,1,Bb4,,,D4,,,Bb3,,,D3,,,G2
192,,0.4,Bb4,,,Db4,,,Bb3,,,Eb3,,,G2
192.5,,0.4,Bb4,,,Db4,,,Bb3,,,Eb3,,,G2
193,,1,Bb4,,,Db4,,,Bb3,,,Eb3,,,G2
194,,0.4,C5,,,Eb4,,,C4,,,Eb3,,,Ab2
194.5,,0.4,C5,,,Eb4,,,C4,,,Eb3,,,Ab2
195,,1,C5,,,Eb4,,,C4,,,Eb3,,,Ab2
196,,0.4,C5,,,E4,,,C4,,,E3,,,Ab2
196.5,,0.4,C5,,,E4,,,C4,,,E3,,,Ab2
197,,1,C5,,,E4,,,C4,,,E3,,,Ab2
198,,0.4,C5,,,F4,,,C4,,,F3,,,Ab2
198.5,,0.4,C5,,,F4,,,C4,,,F3,,,Ab2
199,,1,C5,,,F4,,,C4,,,F3,,,Ab2
200,,0.4,C5,,,F#4,,,C4,,,F#3,,,Ab2
200.5,,0.4,C5,,,F#4,,,C4,,,F#3,,,Ab2
201,,1,C5,,,F#4,,,C4,,,F#3,,,G#2
202,,0.4,C5,,,G4,,,C4,,,F3,,,G2
202.5,,0.4,C5,,,G4,,,C4,,,F3,,,G2
203,,1,C5,,,G4,,,C4,,,F3,,,G2
204,,0.4,B4,,,F4,,,B3,,,D3,,,G2
204.5,,0.4,B4,,,F4,,,B3,,,D3,,,G2
205,,1,B4,,,F4,,,B3,,,D3,,,G2
206,1.3,0.3,G5,,,E5,,,B4,,,G4,,,F4
206.5,1.3,0.3,G5,,,E5,,,B4,,,G4,,,F4
207,1.3,1.2,G5,,,E5,,,B4,,,G4,,,F4
208.5,1.3,0.2,G5,,,E5,,,C5,,,G4,,,F4
206,1.3,0.3,G2,,,G1,,,,,,,,,
206.5,1.3,0.3,G2,,,G1,,,,,,,,,
207,1.3,1.2,G2,,,G1,,,,,,,,,
208.5,1.3,0.2,C2,,,G4,,,,,,,,,
209,1.6,2,C6,,,G5,,,E5,,,C5,,,
